status,length,company,question
Successful,180,slite,How far along are you?
Successful,10,slite,How long have each of you been working on this? How much of that has been full-time? Please explain.
Successful,46,slite,"How many active users or customers do you have? If you have some particularly valuable customers, who are they? If you're building hardware, how many units have you shipped?"
Successful,22,slite,"If you have already participated or committed to participate in an incubator, ""accelerator"" or ""pre-accelerator"" program, please tell us about it."
Successful,73,slite,Why did you pick this idea to work on? Do you have domain expertise in this area? How do you know people need what you're making?
Successful,60,slite,What's new about what you're making? What substitutes do people resort to because it doesn't exist yet (or they don't know about it)?
Successful,49,slite,"Who are your competitors, and who might become competitors? Who do you fear most?"
Successful,84,slite,What do you understand about your business that other companies in it just don't get?
Successful,36,slite,How do or will you make money? How much could you make?
Successful,32,slite,"How will you get users? If your idea is the type that faces a chicken-and-egg problem in the sense that it won't be attractive to users till it has a lot of users (e.g. a marketplace, a dating site, an ad network), how will you overcome that?"
Successful,1,slite,"Are any of the founders covered by noncompetes or intellectual property agreements that overlap with your project? If so, please explain."
Successful,36,slite,"Who writes code, or does other technical work on your product? Was any of it done by a non-founder? Please explain."
Successful,1,slite,Is there anything else we should know about your company?
Successful,58,slite,"If you had any other ideas you considered applying with, please list them. One may be something we've been waiting for. Often when we fund people it's to do something they list here and not in the main application."
Successful,89,slite,Please tell us something surprising or amusing that one of you has discovered.
